Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Laura,6/11/2018 18:22,0:22:09,Autoplayed: user action: None; ,Friends: Season 4: The One Where Chandler Crosses the Line (Episode 7),,Safari MAC (Cadmium),0:22:10,Not latest view,LV (Latvia)
Laura,6/11/2018 18:00,0:22:23,Autoplayed: user action: None; ,Friends: Season 4: The One with the Dirty Girl (Episode 6),,Safari MAC (Cadmium),0:22:24,Not latest view,LV (Latvia)
Laura,6/11/2018 17:28,0:22:10,Autoplayed: user action: None; ,Friends: Season 4: The One with Joey's New Girlfriend (Episode 5),,Safari MAC (Cadmium),0:22:11,Not latest view,LV (Latvia)
Laura,6/11/2018 17:00,0:21:33,Autoplayed: user action: User_Interaction; ,Friends: Season 4: The One with the Ballroom Dancing (Episode 4),,Safari MAC (Cadmium),0:22:12,Not latest view,LV (Latvia)
Laura,6/11/2018 16:37,0:22:05,Autoplayed: user action: None; ,Friends: Season 4: The One with the 'Cuffs (Episode 3),,Safari MAC (Cadmium),0:22:05,Not latest view,LV (Latvia)
Laura,6/11/2018 16:15,0:22:14,Autoplayed: user action: None; ,Friends: Season 4: The One with the Cat (Episode 2),,Safari MAC (Cadmium),0:22:15,Not latest view,LV (Latvia)
Laura,6/11/2018 15:53,0:22:12,Autoplayed: user action: None; ,Friends: Season 4: The One with the Jellyfish (Episode 1),,Safari MAC (Cadmium),0:22:41,Not latest view,LV (Latvia)
Laura,6/11/2018 15:48,0:04:41,,Friends: Season 3: The One at the Beach (Episode 25),,Safari MAC (Cadmium),0:22:39,Not latest view,LV (Latvia)
Laura,6/10/2018 19:38,0:03:27,,Friends: Season 3: The One at the Beach (Episode 25),,Apple iPhone 8 Plus (GSM),0:17:58,Not latest view,LV (Latvia)
Laura,6/10/2018 19:16,0:14:30,,Friends: Season 3: The One at the Beach (Episode 25),,Apple iPhone 8 Plus (GSM),0:14:31,Not latest view,LV (Latvia)
Laura,6/10/2018 18:55,0:21:56,,Friends: Season 3: The One with the Ultimate Fighting Champion (Episode 24),,Apple iPhone 8 Plus (GSM),0:22:38,Not latest view,LV (Latvia)
Laura,6/10/2018 18:28,0:22:42,,Friends: Season 3: The One with Ross's Thing (Episode 23),,Apple iPhone 8 Plus (GSM),0:22:42,Not latest view,EE (Estonia)
Laura,6/8/2018 14:31,0:28:57,,Suits: Season 6: Character and Fitness (Episode 16),,Safari MAC (Cadmium),0:43:46,0:43:46,EE (Estonia)
Laura,6/8/2018 5:53,0:08:06,,Friends: Season 3: The One with a Chick. And a Duck (Episode 21),,Safari MAC (Cadmium),0:15:02,Not latest view,LV (Latvia)
Laura,6/6/2018 6:38,0:01:15,,Abstract: The Art of Design: Season 1: Es Devlin: Stage Design (Episode 3),,Safari MAC (Cadmium),0:01:19,0:01:19,LV (Latvia)
Laura,6/6/2018 5:57,0:40:40,Autoplayed: user action: User_Interaction; ,Abstract: The Art of Design: Season 1: Tinker Hatfield: Footwear Design (Episode 2),,Safari MAC (Cadmium),0:40:40,0:40:40,LV (Latvia)
Laura,6/4/2018 18:30,0:06:18,,Friends: Season 3: The One with a Chick. And a Duck (Episode 21),,Apple iPhone 8 Plus (GSM),0:07:00,Not latest view,LV (Latvia)
Laura,6/4/2018 17:45,0:00:06,,Friends: Season 3: The One with the Dollhouse (Episode 20),,Apple iPhone 8 Plus (GSM),0:00:06,Not latest view,EE (Estonia)
Laura,6/4/2018 17:28,0:16:40,,Friends: Season 3: The One with the Tiny T-Shirt (Episode 19),,Apple iPhone 8 Plus (GSM),0:22:40,Not latest view,LV (Latvia)
Laura,6/4/2018 16:08,0:06:19,Autoplayed: user action: None; ,Friends: Season 3: The One with the Tiny T-Shirt (Episode 19),,Safari MAC (Cadmium),0:06:19,Not latest view,LV (Latvia)
Laura,6/4/2018 15:45,0:22:00,Autoplayed: user action: None; ,Friends: Season 3: The One with the Hypnosis Tape (Episode 18),,Safari MAC (Cadmium),0:22:40,Not latest view,LV (Latvia)
Laura,6/4/2018 15:23,0:22:41,Autoplayed: user action: None; ,Friends: Season 3: The One Without the Ski Trip (Episode 17),,Safari MAC (Cadmium),0:22:42,Not latest view,LV (Latvia)
Laura,6/4/2018 15:00,0:22:00,,Friends: Season 3: The One The Morning After (Episode 16),,Safari MAC (Cadmium),0:23:01,Not latest view,LV (Latvia)
Laura,6/4/2018 14:54,0:05:54,Autoplayed: user action: User_Interaction; ,Friends: Season 3: The One Where Ross & Rachel Take a Break (Episode 15),,Safari MAC (Cadmium),0:22:35,Not latest view,LV (Latvia)
Laura,6/4/2018 14:28,0:16:45,,Friends: Season 3: The One Where Ross & Rachel Take a Break (Episode 15),,Apple iPhone 8 Plus (GSM),0:16:45,Not latest view,LV (Latvia)
Laura,6/4/2018 13:55,0:22:43,,Friends: Season 3: The One with Phoebe's Ex-Partner (Episode 14),,Apple iPhone 8 Plus (GSM),0:22:43,Not latest view,LV (Latvia)
Laura,6/4/2018 13:41,0:13:49,,Friends: Season 3: The One Where Monica & Richard Are Just Friends (Episode 13),,Apple iPhone 8 Plus (GSM),0:22:44,Not latest view,LV (Latvia)
Laura,6/4/2018 12:30,0:08:16,,Friends: Season 3: The One Where Monica & Richard Are Just Friends (Episode 13),,Apple iPhone 8 Plus (GSM),0:08:55,Not latest view,LV (Latvia)
Laura,6/4/2018 12:22,0:08:38,,Friends: Season 3: The One with All the Jealousy (Episode 12),,Apple iPhone 8 Plus (GSM),0:22:44,Not latest view,LV (Latvia)
Laura,6/4/2018 6:14,0:14:06,,Friends: Season 3: The One with All the Jealousy (Episode 12),,Safari MAC (Cadmium),0:14:06,Not latest view,LV (Latvia)
Laura,6/4/2018 5:52,0:22:38,,Friends: Season 3: The One Where Chandler Can't Remember Which Sister (Episode 11),,Safari MAC (Cadmium),0:22:38,Not latest view,LV (Latvia)
Laura,6/4/2018 5:30,0:22:05,,Friends: Season 3: The One Where Rachel Quits (Episode 10),,Safari MAC (Cadmium),0:22:44,Not latest view,LV (Latvia)
Laura,6/4/2018 5:21,0:08:37,,Friends: Season 3: The One with the Football (Episode 9),,Safari MAC (Cadmium),0:22:38,Not latest view,LV (Latvia)
Laura,6/3/2018 19:00,0:14:02,,Friends: Season 3: The One with the Football (Episode 9),,Apple iPhone 8 Plus (GSM),0:14:04,Not latest view,LV (Latvia)
Laura,6/3/2018 18:53,0:06:42,,Friends: Season 3: The One with the Giant Poking Device (Episode 8),,Apple iPhone 8 Plus (GSM),0:22:38,Not latest view,LV (Latvia)
Laura,5/30/2018 13:20,0:17:04,Autoplayed: user action: None; ,Friends: Season 3: The One with the Giant Poking Device (Episode 8),,Safari MAC (Cadmium),0:17:04,Not latest view,LV (Latvia)
Laura,5/30/2018 13:12,0:07:49,,Friends: Season 3: The One with the Race Car Bed (Episode 7),,Safari MAC (Cadmium),0:22:42,Not latest view,LV (Latvia)
Laura,5/29/2018 18:32,0:14:12,,Friends: Season 3: The One with the Race Car Bed (Episode 7),,Apple iPhone 8 Plus (GSM),0:14:54,Not latest view,LV (Latvia)
Laura,5/29/2018 18:27,0:05:09,,Friends: Season 3: The One with the Flashback (Episode 6),,Apple iPhone 8 Plus (GSM),0:22:38,Not latest view,LV (Latvia)
Laura,5/29/2018 17:56,0:16:50,Autoplayed: user action: User_Interaction; ,Friends: Season 3: The One with the Flashback (Episode 6),,Safari MAC (Cadmium),0:17:29,Not latest view,LV (Latvia)
Laura,5/29/2018 17:33,0:22:42,,Friends: Season 3: The One with Frank Jr (Episode 5),,Safari MAC (Cadmium),0:22:43,Not latest view,LV (Latvia)
Laura,5/29/2018 17:08,0:24:13,Autoplayed: user action: User_Interaction; ,Friends: Season 3: The One with the Metaphorical Tunnel (Episode 4),,Safari MAC (Cadmium),0:22:37,Not latest view,LV (Latvia)
Laura,5/29/2018 16:26,0:21:57,Autoplayed: user action: User_Interaction; ,Friends: Season 3: The One with the Jam (Episode 3),,Safari MAC (Cadmium),0:22:37,Not latest view,LV (Latvia)
Laura,5/29/2018 16:22,0:04:16,Autoplayed: user action: User_Interaction; ,Friends: Season 3: The One Where No One's Ready (Episode 2),,Safari MAC (Cadmium),0:22:42,Not latest view,LV (Latvia)
Laura,5/29/2018 16:20,0:00:55,Autoplayed: user action: User_Interaction; ,Metropolis: Season 1: Paris (Episode 5),,Safari MAC (Cadmium),0:02:07,0:02:07,LV (Latvia)
Laura,5/29/2018 16:12,0:08:10,Autoplayed: user action: User_Interaction; ,Metropolis: Season 1: London (Episode 4),,Safari MAC (Cadmium),0:41:53,0:41:53,LV (Latvia)
Laura,5/29/2018 14:40,0:33:44,,Metropolis: Season 1: London (Episode 4),,Safari MAC (Cadmium),0:33:44,Not latest view,LV (Latvia)
Laura,5/29/2018 14:20,0:18:40,Autoplayed: user action: User_Interaction; ,Friends: Season 3: The One Where No One's Ready (Episode 2),,Safari MAC (Cadmium),0:18:40,Not latest view,LV (Latvia)
Laura,5/29/2018 14:12,0:07:58,,Friends: Season 3: The One with the Princess Leia Fantasy (Episode 1),,Safari MAC (Cadmium),0:22:39,Not latest view,LV (Latvia)
Laura,5/28/2018 17:00,0:14:16,,Friends: Season 3: The One with the Princess Leia Fantasy (Episode 1),,Apple iPhone 8 Plus (GSM),0:14:43,Not latest view,LV (Latvia)
Laura,5/28/2018 17:00,0:00:04,,Friends: Season 2: The One with Ross's New Girlfriend (Episode 1),,Apple iPhone 8 Plus (GSM),0:00:05,Not latest view,LV (Latvia)
Laura,5/28/2018 16:45,0:12:47,,Friends: Season 2: The One with the Lesbian Wedding (Episode 11),,Apple iPhone 8 Plus (GSM),0:13:09,Not latest view,LV (Latvia)
Laura,5/28/2018 16:21,0:22:39,,Friends: Season 2: The One with Barry and Mindy's Wedding (Episode 24),,Apple iPhone 8 Plus (GSM),0:22:39,Not latest view,LV (Latvia)
Laura,5/28/2018 16:19,0:02:02,,Friends: Season 2: The One with the Chicken Pox (Episode 23),,Apple iPhone 8 Plus (GSM),0:22:39,Not latest view,LV (Latvia)
Laura,5/28/2018 16:12,0:03:55,,Friends: Season 2: The One with the Chicken Pox (Episode 23),,Apple iPhone 8 Plus (GSM),0:20:37,Not latest view,LV (Latvia)
Laura,5/28/2018 15:53,0:16:06,,Friends: Season 2: The One with the Chicken Pox (Episode 23),,Safari MAC (Cadmium),0:16:42,Not latest view,LV (Latvia)
Laura,5/28/2018 15:46,0:06:51,Autoplayed: user action: User_Interaction; ,Friends: Season 2: The One with the Two Parties (Episode 22),,Safari MAC (Cadmium),0:22:43,Not latest view,LV (Latvia)
Laura,5/28/2018 15:28,0:15:49,Autoplayed: user action: User_Interaction; ,Explained: Season 1: The Racial Wealth Gap (Episode 1),,Safari MAC (Cadmium),0:15:39,0:15:39,LV (Latvia)
Laura,5/28/2018 15:11,0:17:04,,Explained: Season 1: Designer DNA (Episode 2),,Safari MAC (Cadmium),0:17:08,0:17:08,LV (Latvia)
Laura,5/28/2018 14:52,0:17:26,,Explained: Season 1: Monogamy (Episode 3),,Safari MAC (Cadmium),0:17:26,0:17:26,LV (Latvia)
Laura,5/28/2018 14:47,0:05:35,Autoplayed: user action: User_Interaction; ,Friends: Season 2: The One with the Two Parties (Episode 22),,Safari MAC (Cadmium),0:17:04,Not latest view,LV (Latvia)
Laura,5/28/2018 14:46,0:00:11,Autoplayed: user action: User_Interaction; ,Friends: Season 2: The One with the Bullies (Episode 21),,Safari MAC (Cadmium),0:22:44,Not latest view,LV (Latvia)
Laura,5/28/2018 14:46,0:00:11,Autoplayed: user action: User_Interaction; ,Friends: Season 2: The One with the Bullies (Episode 21),,Safari MAC (Cadmium),0:16:00,Not latest view,LV (Latvia)
Laura,5/28/2018 14:24,0:11:00,,Friends: Season 2: The One with the Two Parties (Episode 22),,Apple iPhone 8 Plus (GSM),0:11:00,Not latest view,LV (Latvia)
Laura,5/28/2018 14:16,0:07:01,,Friends: Season 2: The One with the Bullies (Episode 21),,Apple iPhone 8 Plus (GSM),0:22:53,Not latest view,LV (Latvia)
Laura,5/28/2018 14:04,0:09:56,,Friends: Season 2: The One with the Bullies (Episode 21),,Safari MAC (Cadmium),0:15:52,Not latest view,LV (Latvia)
Laura,5/28/2018 5:36,0:06:00,Autoplayed: user action: None; ,Friends: Season 2: The One with the Bullies (Episode 21),,Safari MAC (Cadmium),0:06:00,Not latest view,LV (Latvia)
Laura,5/28/2018 5:13,0:22:29,Autoplayed: user action: None; ,Friends: Season 2: The One Where Old Yeller Dies (Episode 20),,Safari MAC (Cadmium),0:22:30,Not latest view,LV (Latvia)
Laura,5/28/2018 4:51,0:22:03,,Friends: Season 2: The One Where Eddie Won't Go (Episode 19),,Safari MAC (Cadmium),0:22:43,Not latest view,LV (Latvia)
Laura,5/28/2018 4:49,0:02:08,,Friends: Season 2: The One Where Dr. Ramoray Dies (Episode 18),,Safari MAC (Cadmium),0:22:38,Not latest view,LV (Latvia)
Laura,5/27/2018 19:15,0:19:47,,Friends: Season 2: The One Where Dr. Ramoray Dies (Episode 18),,Apple iPhone 8 Plus (GSM),0:20:32,Not latest view,LV (Latvia)
Laura,5/27/2018 18:54,0:20:28,,Friends: Season 2: The One Where Eddie Moves In (Episode 17),,Apple iPhone 8 Plus (GSM),0:22:39,Not latest view,LV (Latvia)
Laura,5/27/2018 18:11,0:13:43,Autoplayed: user action: User_Interaction; ,Suits: Season 6: Character and Fitness (Episode 16),,Safari MAC (Cadmium),0:14:52,Not latest view,EE (Estonia)
Laura,5/27/2018 17:29,0:40:03,Autoplayed: user action: User_Interaction; ,Suits: Season 6: Quid Pro Quo (Episode 15),,Safari MAC (Cadmium),0:40:53,0:40:53,EE (Estonia)
Laura,5/27/2018 17:27,0:01:50,,Suits: Season 6: Admission of Guilt (Episode 14),,Safari MAC (Cadmium),0:41:12,0:41:12,EE (Estonia)
Laura,5/27/2018 16:48,0:37:49,,Suits: Season 6: Admission of Guilt (Episode 14),,Safari MAC (Cadmium),0:39:25,Not latest view,EE (Estonia)
Laura,5/27/2018 16:06,0:41:54,,"Suits: Season 6: Teeth, Nose, Teeth (Episode 13)",,Safari MAC (Cadmium),0:43:23,0:43:23,EE (Estonia)
Laura,5/27/2018 15:25,0:40:47,,Suits: Season 6: The Painting (Episode 12),,Safari MAC (Cadmium),0:42:08,0:42:08,EE (Estonia)
Laura,5/27/2018 14:43,0:41:53,Autoplayed: user action: User_Interaction; ,Suits: Season 6: She's Gone (Episode 11),,Safari MAC (Cadmium),0:42:49,0:42:49,EE (Estonia)
Laura,5/27/2018 14:23,0:19:02,Autoplayed: user action: User_Interaction; ,Suits: Season 6: P.S.L. (Episode 10),,Safari MAC (Cadmium),0:43:31,0:43:31,EE (Estonia)
Laura,5/26/2018 9:22,0:09:13,,Suits: Season 6: P.S.L. (Episode 10),,Safari MAC (Cadmium),0:24:30,Not latest view,EE (Estonia)
Laura,5/24/2018 19:36,0:01:33,,Friends: Season 2: The One Where Eddie Moves In (Episode 17),,Safari MAC (Cadmium),0:01:33,Not latest view,LV (Latvia)
Laura,5/24/2018 19:13,0:21:28,Autoplayed: user action: None; ,Friends: Season 2: The One Where Joey Moves Out (Episode 16),,Safari MAC (Cadmium),0:22:00,Not latest view,LV (Latvia)
Laura,5/24/2018 18:54,0:18:39,,Friends: Season 2: The One Where Ross and Rachel...You Know (Episode 15),,Safari MAC (Cadmium),0:22:44,Not latest view,LV (Latvia)
Laura,5/24/2018 17:28,0:04:05,,Friends: Season 2: The One Where Ross and Rachel...You Know (Episode 15),,Safari MAC (Cadmium),0:04:05,Not latest view,LV (Latvia)
Laura,5/24/2018 17:05,0:22:38,Autoplayed: user action: None; ,Friends: Season 2: The One with the Prom Video (Episode 14),,Safari MAC (Cadmium),0:22:38,Not latest view,LV (Latvia)
Laura,5/24/2018 16:58,0:07:18,Autoplayed: user action: User_Interaction; ,Friends: Season 2: The One After the Super Bowl: Part 2 (Episode 13),,Safari MAC (Cadmium),0:22:27,Not latest view,LV (Latvia)
Laura,5/24/2018 15:34,0:09:55,,Friends: Season 2: The One After the Super Bowl: Part 2 (Episode 13),,Safari MAC (Cadmium),0:15:11,Not latest view,LV (Latvia)
Laura,5/24/2018 10:39,0:05:20,,Friends: Season 2: The One After the Super Bowl: Part 2 (Episode 13),,Safari MAC (Cadmium),0:05:20,Not latest view,LV (Latvia)
Laura,5/24/2018 10:16,0:22:40,Autoplayed: user action: None; ,Friends: Season 2: The One After the Super Bowl: Part 1 (Episode 12),,Safari MAC (Cadmium),0:22:41,Not latest view,LV (Latvia)
Laura,5/24/2018 9:44,0:22:44,,Friends: Season 2: The One with the Lesbian Wedding (Episode 11),,Safari MAC (Cadmium),0:22:45,Not latest view,LV (Latvia)
Laura,5/24/2018 5:35,0:10:04,,Friends: Season 2: The One with Russ (Episode 10),,Apple iPhone 8 Plus (GSM),0:22:29,Not latest view,LV (Latvia)
Laura,5/23/2018 18:03,0:07:51,,Friends: Season 2: The One with Russ (Episode 10),,Apple iPhone 8 Plus (GSM),0:12:24,Not latest view,EE (Estonia)
Laura,5/23/2018 6:35,0:03:50,,Friends: Season 2: The One with Russ (Episode 10),,Apple iPhone 8 Plus (GSM),0:04:32,Not latest view,LV (Latvia)
Laura,5/23/2018 6:11,0:21:56,,Friends: Season 2: The One with Phoebe's Dad (Episode 9),,Apple iPhone 8 Plus (GSM),0:22:39,Not latest view,LV (Latvia)
Laura,5/23/2018 6:02,0:08:56,,Friends: Season 2: The One with the List (Episode 8),,Apple iPhone 8 Plus (GSM),0:22:37,Not latest view,LV (Latvia)
Laura,5/23/2018 5:09,0:13:54,Autoplayed: user action: User_Interaction; ,Friends: Season 2: The One with the List (Episode 8),,Safari MAC (Cadmium),0:14:32,Not latest view,LV (Latvia)
Laura,5/23/2018 5:04,0:04:37,Autoplayed: user action: User_Interaction; ,Friends: Season 2: The One Where Ross Finds Out (Episode 7),,Safari MAC (Cadmium),0:22:55,Not latest view,LV (Latvia)
Laura,5/22/2018 18:30,0:15:11,,Friends: Season 2: The One Where Ross Finds Out (Episode 7),,Apple iPhone 8 Plus (GSM),0:18:20,Not latest view,LV (Latvia)
Laura,5/22/2018 17:52,0:00:18,,Friends: Season 2: The One with Five Steaks and an Eggplant (Episode 5),,Apple iPhone 8 Plus (GSM),0:00:18,Not latest view,LV (Latvia)
Laura,5/22/2018 15:23,0:12:38,Autoplayed: user action: User_Interaction; ,The World's Most Extraordinary Homes: Season 1: Mountain (Episode 1),,Safari MAC (Cadmium),0:20:20,Not latest view,LV (Latvia)
Laura,5/22/2018 15:20,0:02:33,Autoplayed: user action: User_Interaction; ,Friends: Season 2: The One Where Ross Finds Out (Episode 7),,Safari MAC (Cadmium),0:03:09,Not latest view,LV (Latvia)
Laura,5/22/2018 15:06,0:13:30,,Friends: Season 2: The One with the Baby on the Bus (Episode 6),,Safari MAC (Cadmium),0:22:43,Not latest view,LV (Latvia)
Laura,5/22/2018 13:52,0:08:31,,Friends: Season 2: The One with the Baby on the Bus (Episode 6),,Apple iPhone 8 Plus (GSM),0:09:13,Not latest view,LV (Latvia)
Laura,5/22/2018 13:46,0:05:20,,Friends: Season 2: The One with Five Steaks and an Eggplant (Episode 5),,Apple iPhone 8 Plus (GSM),0:22:45,Not latest view,LV (Latvia)
Laura,5/22/2018 5:37,0:06:37,,Friends: Season 2: The One with Five Steaks and an Eggplant (Episode 5),,Apple iPhone 8 Plus (GSM),0:17:25,Not latest view,LV (Latvia)
Laura,5/21/2018 18:43,0:10:46,,Friends: Season 2: The One with Five Steaks and an Eggplant (Episode 5),,Apple iPhone 8 Plus (GSM),0:10:48,Not latest view,LV (Latvia)
Laura,5/21/2018 18:36,0:06:38,,Friends: Season 2: The One with Phoebe's Husband (Episode 4),,Apple iPhone 8 Plus (GSM),0:22:43,Not latest view,LV (Latvia)
Laura,5/21/2018 15:45,0:16:31,Autoplayed: user action: None; ,Friends: Season 2: The One with Phoebe's Husband (Episode 4),,Safari MAC (Cadmium),0:16:31,Not latest view,LV (Latvia)
Laura,5/21/2018 15:22,0:22:44,Autoplayed: user action: None; ,Friends: Season 2: The One Where Heckles Dies (Episode 3),,Safari MAC (Cadmium),0:22:45,Not latest view,LV (Latvia)
Laura,5/21/2018 14:59,0:22:40,Autoplayed: user action: None; ,Friends: Season 2: The One with the Breast Milk (Episode 2),,Safari MAC (Cadmium),0:22:41,Not latest view,LV (Latvia)
Laura,5/21/2018 14:53,0:06:09,,Friends: Season 2: The One with Ross's New Girlfriend (Episode 1),,Safari MAC (Cadmium),0:22:10,Not latest view,LV (Latvia)
Laura,5/21/2018 13:02,0:15:14,,Friends: Season 2: The One with Ross's New Girlfriend (Episode 1),,Apple iPhone 8 Plus (GSM),0:16:01,Not latest view,LV (Latvia)
Laura,5/21/2018 12:40,0:22:16,,Friends: Season 1: The One Where Rachel Finds Out (Episode 24),,Apple iPhone 8 Plus (GSM),0:22:40,Not latest view,LV (Latvia)
Laura,5/21/2018 12:32,0:08:09,,Friends: Season 1: The One with the Birth (Episode 23),,Apple iPhone 8 Plus (GSM),0:22:38,Not latest view,LV (Latvia)
Laura,5/21/2018 5:37,0:03:24,,Friends: Season 1: The One with the Birth (Episode 23),,Apple iPhone 8 Plus (GSM),0:14:29,Not latest view,LV (Latvia)
Laura,5/21/2018 5:25,0:11:04,Autoplayed: user action: None; ,Friends: Season 1: The One with the Birth (Episode 23),,Safari MAC (Cadmium),0:11:04,Not latest view,LV (Latvia)
Laura,5/21/2018 5:12,0:12:37,,Friends: Season 1: The One with the Ick Factor (Episode 22),,Safari MAC (Cadmium),0:22:38,Not latest view,LV (Latvia)
Laura,5/21/2018 5:11,0:00:09,Autoplayed: user action: User_Interaction; ,Suits: Season 1: Pilot Part 1 & 2 (Episode 1),,Safari MAC (Cadmium),0:00:09,0:00:09,LV (Latvia)
Laura,5/21/2018 5:10,0:00:18,,Friends: Season 1: The One with the Ick Factor (Episode 22),,Apple iPhone 8 Plus (GSM),0:10:01,Not latest view,LV (Latvia)
Laura,5/20/2018 19:04,0:09:06,,Friends: Season 1: The One with the Ick Factor (Episode 22),,Apple iPhone 8 Plus (GSM),0:09:43,Not latest view,LV (Latvia)
Laura,5/20/2018 18:21,0:18:18,,Friends: Season 1: The One with the Fake Monica (Episode 21),,Apple iPhone 8 Plus (GSM),0:22:37,Not latest view,EE (Estonia)
Laura,5/20/2018 17:59,0:14:09,Autoplayed: user action: User_Interaction; ,Suits: Season 6: P.S.L. (Episode 10),,Safari MAC (Cadmium),0:15:19,Not latest view,EE (Estonia)
Laura,5/20/2018 17:35,0:20:49,Autoplayed: user action: User_Interaction; ,Suits: Season 6: The Hand That Feeds You (Episode 9),,Safari MAC (Cadmium),0:40:49,0:40:49,EE (Estonia)
Laura,5/20/2018 17:13,0:19:00,Autoplayed: user action: User_Interaction; ,Suits: Season 6: The Hand That Feeds You (Episode 9),,Safari MAC (Cadmium),0:20:04,Not latest view,EE (Estonia)
Laura,5/20/2018 16:31,0:40:38,,Suits: Season 6: Borrowed Time (Episode 8),,Safari MAC (Cadmium),0:41:57,0:41:57,EE (Estonia)
Laura,5/20/2018 15:50,0:40:12,Autoplayed: user action: User_Interaction; ,Suits: Season 6: Shake the Trees (Episode 7),,Safari MAC (Cadmium),0:41:33,0:41:33,EE (Estonia)
Laura,5/20/2018 15:09,0:40:49,,Suits: Season 6: Spain (Episode 6),,Safari MAC (Cadmium),0:42:26,0:42:26,EE (Estonia)
Laura,5/20/2018 14:28,0:41:04,Autoplayed: user action: User_Interaction; ,Suits: Season 6: Trust (Episode 5),,Safari MAC (Cadmium),0:41:33,0:41:33,EE (Estonia)
Laura,5/20/2018 11:58,0:30:11,Autoplayed: user action: User_Interaction; ,Suits: Season 6: Trust (Episode 5),,Safari MAC (Cadmium),0:31:35,Not latest view,EE (Estonia)
Laura,5/20/2018 11:04,0:40:20,,Suits: Season 6: Turn (Episode 4),,Safari MAC (Cadmium),0:41:35,0:41:35,EE (Estonia)
Laura,5/20/2018 10:17,0:40:07,Autoplayed: user action: User_Interaction; ,Suits: Season 6: Back on the Map (Episode 3),,Safari MAC (Cadmium),0:41:20,0:41:20,EE (Estonia)
Laura,5/20/2018 9:29,0:40:50,Autoplayed: user action: User_Interaction; ,Suits: Season 6: Accounts Payable (Episode 2),,Safari MAC (Cadmium),0:42:15,0:42:15,EE (Estonia)
Laura,5/20/2018 8:48,0:40:59,Autoplayed: user action: User_Interaction; ,Suits: Season 6: To Trouble (Episode 1),,Safari MAC (Cadmium),0:41:24,0:41:24,EE (Estonia)
Laura,5/19/2018 14:02,0:19:00,,Designated Survivor: Season 2: Run (Episode 22),,Safari MAC (Cadmium),0:41:50,Not latest view,EE (Estonia)
Laura,5/18/2018 14:11,0:22:53,,Designated Survivor: Season 2: Run (Episode 22),,Safari MAC (Cadmium),0:22:53,Not latest view,EE (Estonia)
Laura,5/18/2018 12:43,0:41:47,,Dynasty: Season 1: Dead Scratch (Episode 22),,Safari MAC (Cadmium),0:42:38,0:42:38,EE (Estonia)
Laura,5/18/2018 12:28,0:14:34,,Dynasty: Season 1: Trashy Little Tramp (Episode 21),,Safari MAC (Cadmium),0:42:08,0:42:08,EE (Estonia)
Laura,5/17/2018 20:08,0:26:43,Autoplayed: user action: User_Interaction; ,Dynasty: Season 1: Trashy Little Tramp (Episode 21),,Safari MAC (Cadmium),0:27:37,Not latest view,EE (Estonia)
Laura,5/17/2018 20:00,0:08:40,,Dynasty: Season 1: A Line from the Past (Episode 20),,Safari MAC (Cadmium),0:41:30,0:41:30,EE (Estonia)
Laura,5/16/2018 18:32,0:31:59,,Dynasty: Season 1: A Line from the Past (Episode 20),,Safari MAC (Cadmium),0:32:52,Not latest view,EE (Estonia)
Laura,5/16/2018 18:06,0:25:50,Autoplayed: user action: User_Interaction; ,Dynasty: Season 1: Use or Be Used (Episode 19),,Safari MAC (Cadmium),0:42:15,0:42:15,EE (Estonia)
Laura,5/16/2018 17:48,0:15:56,,Dynasty: Season 1: Use or Be Used (Episode 19),,Safari MAC (Cadmium),0:16:52,Not latest view,EE (Estonia)
Laura,5/16/2018 17:07,0:42:46,,Dynasty: Season 1: Don’t Con a Con Artist (Episode 18),,Safari MAC (Cadmium),0:42:12,0:42:12,EE (Estonia)
Laura,5/16/2018 16:24,0:41:21,,Dynasty: Season 1: Enter Alexis (Episode 17),,Safari MAC (Cadmium),0:42:13,0:42:13,EE (Estonia)
Laura,5/16/2018 15:43,0:40:54,Autoplayed: user action: User_Interaction; ,Dynasty: Season 1: Poor Little Rich Girl (Episode 16),,Safari MAC (Cadmium),0:41:51,0:41:51,EE (Estonia)
Laura,5/16/2018 15:01,0:42:08,,Dynasty: Season 1: Our Turn Now (Episode 15),,Safari MAC (Cadmium),0:42:14,0:42:14,EE (Estonia)
Laura,5/16/2018 5:57,0:41:31,,Dynasty: Season 1: The Gospel According to Blake Carrington (Episode 14),,Safari MAC (Cadmium),0:42:15,0:42:15,LV (Latvia)
Laura,5/16/2018 5:16,0:40:44,Autoplayed: user action: User_Interaction; ,Dynasty: Season 1: Nothing But Trouble (Episode 13),,Safari MAC (Cadmium),0:41:45,0:41:45,LV (Latvia)
Laura,5/15/2018 17:27,0:41:37,,Dynasty: Season 1: Promises You Can’t Keep (Episode 12),,Safari MAC (Cadmium),0:42:13,0:42:13,LV (Latvia)
Laura,5/15/2018 16:44,0:41:28,Autoplayed: user action: User_Interaction; ,Dynasty: Season 1: I Answer to No Man (Episode 11),,Safari MAC (Cadmium),0:42:16,0:42:16,LV (Latvia)
Laura,5/15/2018 16:02,0:41:35,,Dynasty: Season 1: A Well Dressed Tarantula (Episode 10),,Safari MAC (Cadmium),0:42:15,0:42:15,LV (Latvia)
